index,Recency,Frequency,Monetary
3110,1.376710256,-1.385882298,-0.88644121
2987,1.433870675,-1.026449096,-0.886179997
3649,-1.479370101,-1.468745318,-0.886016774
410,-1.216574491,-1.695131297,-0.886016774
2999,-0.227657104,-1.186184352,-0.885233674
2647,1.619701546,-0.767384301,-0.884679349
1835,1.814935116,-0.767384301,-0.884386007
714,0.623616194,-1.026449096,-0.882432591
2116,-0.714205625,-1.076633299,-0.881944833
1827,0.309622152,-0.93311034,-0.8817823
3382,1.933279275,-0.123292073,-0.881197398
3280,1.440944429,-0.9787174,-0.880482982
3543,-0.851009019,0.160362696,-0.87934746
1608,1.57251207,-0.889367174,-0.878828792
3551,-0.114531535,0.309827306,-0.876821486
2155,2.036057405,-0.729314009,-0.87633645
2215,1.191006984,-0.93311034,-0.875787026
453,0.342039105,-1.695131297,-0.875108741
2459,1.20628808,-1.695131297,-0.874656805
3434,1.802250484,-1.695131297,-0.874656805
2790,0.752697786,-0.9787174,-0.87388253
125,1.221491408,-1.129692039,-0.873689055
3595,1.672843016,-1.186184352,-0.873689055
2550,1.369492288,-1.076633299,-0.871885078
2820,-0.500817436,-0.098041437,-0.871563279
2687,-0.365689454,-0.889367174,-0.871016457
3186,0.6330652,-0.048517895,-0.870952145
1840,-0.227657104,-1.026449096,-0.870630645
916,-0.780267246,-0.806664074,-0.868254727
728,-0.536890305,0.507970447,-0.865628479
2478,1.221491408,-0.255003783,-0.865596494
2521,-0.365689454,0.268126456,-0.865500544
2080,1.692561481,-1.312878513,-0.861829331
2266,-0.31823085,-0.255003783,-0.86061916
2094,1.244153148,-0.93311034,-0.859283286
3437,-0.349695081,-0.521274199,-0.85852072
2444,0.436448542,-0.93311034,-0.857631784
3597,0.841011399,-0.692347911,-0.857187609
2808,1.908680158,0.046945496,-0.856965594
1622,-0.851009019,-0.024220536,-0.85620477
1970,-1.073418014,-0.806664074,-0.856109707
2627,-0.008611146,-1.026449096,-0.855476183
646,0.426158022,-0.692347911,-0.855317863
1172,1.113391658,-1.026449096,-0.854843054
2964,-0.73576221,-0.847276495,-0.854589912
781,0.526999603,-0.656395162,-0.854368466
1393,-1.073418014,-1.186184352,-0.854020576
2665,1.001095023,-0.847276495,-0.853704416
1506,-1.354370194,-0.806664074,-0.853451558
2779,-0.272264215,-0.9787174,-0.85288286
2517,-0.851009019,0.070125054,-0.851841072
2465,0.892599777,-0.9787174,-0.851367885
152,-0.448537757,-1.026449096,-0.85105255
296,1.672843016,-1.076633299,-0.85057973
2591,-0.714205625,-0.889367174,-0.850485192
2383,-0.431561164,-1.246878045,-0.850485192
2382,-0.927593815,-0.9787174,-0.84922553
1311,1.63972634,-0.656395162,-0.84853338
3226,1.613000361,0.070125054,-0.848470481
1662,2.030088357,-0.310553771,-0.848281806
2376,-0.114531535,-0.9787174,-0.848124604
934,-0.170101072,-0.9787174,-0.847056271
1083,0.875514961,-0.58722335,-0.846930659
3137,-1.479370101,-1.076633299,-0.846648088
2012,-0.242382455,-0.729314009,-0.846365594
339,1.274107341,-1.385882298,-0.846020432
706,0.016894271,-0.729314009,-0.844922963
861,-0.875817158,-1.468745318,-0.844766278
1979,1.776745555,-0.847276495,-0.843826675
2657,1.405418635,-1.076633299,-0.841637626
1377,1.795891301,-0.339023471,-0.841137931
140,2.012124856,-0.9787174,-0.839920946
657,-1.106353868,0.65588018,-0.839858576
3246,1.988040349,0.709268655,-0.839702667
813,-0.25725009,-1.076633299,-0.839609133
1142,-1.073418014,-0.073120917,-0.838892321
227,-0.826845578,-0.93311034,-0.838207146
2807,-0.060755989,0.564434817,-0.837771364
1689,-0.381866639,-0.9787174,-0.836993643
769,1.988040349,-0.656395162,-0.836589462
3545,1.852723351,-0.367988408,-0.834788133
445,-1.354370194,-1.246878045,-0.834788133
2567,-0.927593815,-0.692347911,-0.833175837
3497,-1.354370194,-1.026449096,-0.832928016
2134,-1.106353868,-0.174838546,-0.832463514
650,-0.074041057,-0.767384301,-0.831813564
2505,1.725179173,0.070125054,-0.83141142
1605,-1.17759363,-0.397475362,-0.831164025
1391,-0.365689454,0.182340345,-0.829001861
2201,1.191006984,-0.489375795,-0.828755046
630,1.795891301,-0.806664074,-0.8258594
2034,-0.227657104,-0.806664074,-0.824721857
3198,-0.213070029,-1.076633299,-0.824721857
3538,-1.073418014,-0.024220536,-0.823831147
978,-0.757772767,-0.9787174,-0.823217313
1589,-0.574040686,-0.9787174,-0.823125269
2719,-0.156030538,-0.20116426,-0.823002557
2560,1.757496223,-0.889367174,-0.822910533
1746,0.029512257,-0.521274199,-0.822327902
2977,1.846452648,-0.767384301,-0.81997008
2625,1.469085496,-0.889367174,-0.819236275
1058,-0.826845578,0.309827306,-0.818594623
38,2.053908807,-0.9787174,-0.817861794
1244,-0.381866639,-0.024220536,-0.817343022
1404,-0.170101072,-0.889367174,-0.817098984
3355,1.795891301,-0.847276495,-0.816946489
211,2.095242391,-1.026449096,-0.816946489
2737,0.127455416,0.182340345,-0.815575049
2451,2.101111265,-0.847276495,-0.815514139
3221,0.016894271,-0.93311034,-0.814357517
3001,1.613000361,-1.385882298,-0.814053358
1376,-1.567758383,-0.93311034,-0.81241244
2594,0.139347132,-0.847276495,-0.810380094
3462,0.968167927,-0.847276495,-0.809955927
441,1.175646914,-1.076633299,-0.808140034
841,1.57251207,-1.026449096,-0.808019087
482,-0.693076031,-0.729314009,-0.807807464
3078,0.197734088,-1.695131297,-0.807656332
1963,1.619701546,-0.427513616,-0.806538633
682,1.496984995,0.469611695,-0.805753942
281,-0.349695081,-0.806664074,-0.805603108
1212,1.419676269,-0.397475362,-0.805391977
1003,-0.803279042,-0.93311034,-0.80385503
2540,-0.536890305,0.450207536,-0.802982092
2186,0.36337819,0.070125054,-0.802921916
2457,0.029512257,-0.767384301,-0.802410563
2661,0.415819302,-0.93311034,-0.801208371
1877,-0.927593815,-0.93311034,-0.798928022
1799,1.795891301,-1.129692039,-0.798059202
2856,-1.411547387,-0.000217723,-0.797879537
2334,1.160206634,-0.310553771,-0.797879537
3609,1.503922848,-0.806664074,-0.797071425
818,0.849679714,-0.767384301,-0.796712465
1626,-0.448537757,0.410931597,-0.794829948
608,-0.074041057,-0.847276495,-0.793248868
1933,0.926446015,0.896632459,-0.793099832
2849,0.517114563,-0.847276495,-0.792027406
2909,1.699109475,-1.312878513,-0.791819006
1308,0.054488041,-1.186184352,-0.791521364
1921,0.287728683,-0.9787174,-0.790747892
2008,-0.518725019,-0.767384301,-0.787541108
2274,-0.381866639,-0.255003783,-0.786326283
246,1.081756411,-0.93311034,-0.785822988
3495,0.85831956,-0.553873918,-0.784284994
1919,1.672843016,0.350789912,-0.783428244
3401,1.001095023,-0.93311034,-0.781834777
237,0.016894271,-0.656395162,-0.779949347
2174,-0.851009019,1.041369119,-0.77818482
133,1.933279275,-0.767384301,-0.77818482
3647,-0.46573343,-0.889367174,-0.77789102
2721,1.34773848,-0.889367174,-0.776569931
3290,-0.365689454,-0.806664074,-0.776540592
750,1.5452461,-0.397475362,-0.776305912
2073,-1.354370194,-0.656395162,-0.775514252
2984,-0.170101072,-0.521274199,-0.7750454
3031,0.426158022,-0.767384301,-0.774811053
746,-0.851009019,-0.098041437,-0.774166865
1735,0.054488041,0.961831898,-0.774020513
1817,-0.272264215,-1.468745318,-0.773201321
2528,1.679428322,-1.076633299,-0.771710851
1346,0.436448542,-0.93311034,-0.771623242
2126,0.679766079,-0.692347911,-0.770076676
2462,-0.875817158,-0.024220536,-0.768357686
2399,0.139347132,-0.847276495,-0.7679502
1422,1.244153148,-0.310553771,-0.765421476
3074,0.287728683,-1.076633299,-0.765015118
2032,-0.901324528,-0.806664074,-0.764463882
954,0.016894271,-0.767384301,-0.764434878
2287,0.197734088,-1.076633299,-0.764057892
2746,-0.170101072,-0.767384301,-0.763623074
455,-0.431561164,-1.129692039,-0.763333295
3414,-0.184295582,-0.367988408,-0.762869813
2595,-1.354370194,-0.729314009,-0.761972393
2635,-0.414795485,-0.282554741,-0.760844457
1709,0.689000305,-1.695131297,-0.760844457
206,-1.073418014,-0.889367174,-0.759977629
3343,-0.170101072,0.268126456,-0.757928951
2738,0.054488041,-0.767384301,-0.757554268
343,-0.142080789,-1.385882298,-0.757381382
3042,1.531528958,-0.806664074,-0.757266141
2131,-1.073418014,-0.847276495,-0.756517374
2904,1.191006984,0.023501002,-0.754101877
1429,-1.303996075,-0.339023471,-0.754073155
609,-1.073418014,-0.767384301,-0.753584983
1699,1.981995138,-0.621376729,-0.752609312
764,-0.500817436,-0.767384301,-0.751749166
1690,-1.354370194,-0.458135302,-0.751405302
3608,2.071677498,0.023501002,-0.750431623
2942,-0.31823085,-0.310553771,-0.749887895
435,0.029512257,-1.026449096,-0.749887895
3482,-1.354370194,0.391052148,-0.746716903
2990,-0.142080789,-0.621376729,-0.746659854
1948,2.101111265,-1.695131297,-0.745918497
2631,-0.927593815,-0.93311034,-0.745491025
518,-0.954697669,-1.129692039,-0.745177655
1487,-0.365689454,-1.186184352,-0.744351935
713,1.666245132,-0.806664074,-0.742475084
2272,-1.041948201,0.469611695,-0.74238985
2857,1.705645173,-1.567036168,-0.741594667
2966,-0.875817158,-0.621376729,-0.741083789
2774,-0.431561164,-0.9787174,-0.740601517
840,1.376710256,-0.889367174,-0.740062763
797,0.556403925,-1.312878513,-0.739949376
3485,1.490032429,-0.227880049,-0.739552615
643,-1.567758383,-0.9787174,-0.738844479
1650,0.243231541,-0.397475362,-0.738165107
2117,1.369492288,-1.186184352,-0.737288221
295,2.047967587,-0.93311034,-0.737259947
2072,0.556403925,-1.076633299,-0.734295239
1488,-0.632016005,-0.073120917,-0.734267043
165,0.115489141,-0.767384301,-0.734069692
466,1.718679954,0.246986399,-0.732520333
1802,0.698200139,-0.656395162,-0.732267014
2407,1.259167134,-1.129692039,-0.731423048
1559,-0.826845578,-0.729314009,-0.730635943
1814,-0.31823085,-0.93311034,-0.729231828
1485,-0.142080789,-0.9787174,-0.729231828
3418,-0.757772767,-1.567036168,-0.728053784
899,-0.074041057,-1.026449096,-0.727885597
58,-0.381866639,-0.9787174,-0.72782954
783,1.613000361,-0.656395162,-0.725505763
1250,1.121246593,0.673794595,-0.724247973
532,1.251669432,-1.076633299,-0.724192105
563,-0.927593815,-1.129692039,-0.722238551
1238,1.731666368,-0.58722335,-0.721402393
1582,0.197734088,-0.889367174,-0.721040259
1993,0.841011399,-0.073120917,-0.720901009
2542,0.707365963,-0.148886303,-0.720539043
469,0.103446888,-0.806664074,-0.720093712
2952,-0.272264215,-0.048517895,-0.719592934
2401,1.490032429,-0.656395162,-0.719481681
1112,1.333151523,-0.048517895,-0.71937044
1728,1.426781323,-0.847276495,-0.719314824
1637,-0.381866639,-0.174838546,-0.717314539
1059,0.595043741,-1.385882298,-0.717092513
510,-0.851009019,-0.339023471,-0.715899902
3104,-0.954697669,0.115724025,-0.714708602
2519,-0.170101072,-0.282554741,-0.711694643
2992,1.751056467,-0.339023471,-0.71053553
2834,-0.693076031,0.330398444,-0.710370044
89,-0.087430327,-0.621376729,-0.708909339
2199,1.613000361,-0.024220536,-0.707973315
1297,-1.073418014,0.430648756,-0.70552694
2208,1.065806966,-0.656395162,-0.705032835
3542,1.586062261,-0.656395162,-0.704950506
1009,1.833878609,-0.9787174,-0.704813305
1279,1.369492288,-1.468745318,-0.703442243
3132,-0.55532475,-0.847276495,-0.701908697
1066,2.036057405,-0.489375795,-0.701662435
3256,-1.140982004,-0.489375795,-0.701443582
1641,1.705645173,0.58298246,-0.701252122
377,-1.216574491,-0.767384301,-0.700186031
1710,1.565716402,-0.847276495,-0.700158709
1548,-0.632016005,-0.9787174,-0.699175572
2546,0.220612081,-0.847276495,-0.698602484
1953,1.476082774,-0.397475362,-0.698438799
3306,1.144684873,-0.174838546,-0.698302414
1836,-0.365689454,-0.148886303,-0.698166047
3208,1.21389939,-0.000217723,-0.698084234
1889,1.68600112,-0.20116426,-0.698029696
1466,1.751056467,-1.026449096,-0.694218761
2016,1.105515349,-0.692347911,-0.690285656
2932,2.024109945,-0.806664074,-0.689825457
542,0.477141755,-0.889367174,-0.689284292
1344,-1.479370101,-1.385882298,-0.688743395
729,1.105515349,0.691589972,-0.688229789
2124,-0.008611146,-0.458135302,-0.688202764
2666,-0.448537757,-0.58722335,-0.688040626
2878,-0.612371324,-0.806664074,-0.687932548
3340,-0.954697669,-0.58722335,-0.6871223
921,1.325832364,-0.656395162,-0.687014312
432,-0.714205625,-1.129692039,-0.686582466
1517,1.21389939,-1.385882298,-0.685368809
972,-0.272264215,-0.692347911,-0.684856778
1520,-0.074041057,-0.889367174,-0.684775953
3172,0.079128534,-0.729314009,-0.684371916
448,0.901101377,-0.339023471,-0.683941107
3029,-1.303996075,1.26840348,-0.683779597
2450,-1.411547387,-0.767384301,-0.679186501
3594,1.175646914,-0.767384301,-0.678221968
228,-0.074041057,-0.553873918,-0.677713249
1338,1.144684873,-0.521274199,-0.676161768
2442,1.333151523,-0.521274199,-0.675841043
2757,1.175646914,-0.767384301,-0.675199875
252,0.642477367,-0.806664074,-0.674559078
1336,-0.780267246,0.330398444,-0.673118643
560,-0.593051416,-0.806664074,-0.672745503
2800,1.136893031,-0.098041437,-0.672292574
1855,-0.632016005,-0.847276495,-0.671440505
896,1.626389553,-0.729314009,-0.671387272
1578,0.054488041,-1.076633299,-0.669446035
1536,1.988040349,-0.553873918,-0.66851651
3352,0.186195327,0.619684474,-0.666951361
1314,-1.073418014,-0.889367174,-0.66612988
1980,-0.73576221,-0.282554741,-0.664224268
1618,-0.170101072,-0.9787174,-0.663774809
2356,-1.303996075,-0.692347911,-0.662242729
773,-0.632016005,0.023501002,-0.662189936
1173,1.490032429,-0.767384301,-0.662163541
2439,0.526999603,-0.656395162,-0.661240097
2781,-0.227657104,-0.847276495,-0.659869538
3115,-0.500817436,-0.227880049,-0.65934285
2610,-0.73576221,-0.9787174,-0.658737467
3024,-0.954697669,0.289071661,-0.657843155
504,-0.060755989,-0.729314009,-0.657159754
872,0.849679714,-0.93311034,-0.656765675
3294,0.761667175,-0.806664074,-0.655400614
3350,0.029512257,0.526931854,-0.654482763
664,1.626389553,0.268126456,-0.653853817
2530,0.415819302,-1.567036168,-0.651655293
2922,-0.780267246,-1.076633299,-0.649174074
1430,0.209205956,-0.310553771,-0.648548111
2608,-0.518725019,-0.729314009,-0.648157062
875,-0.213070029,0.330398444,-0.645813636
2871,0.832314334,-1.246878045,-0.645215548
2533,-0.074041057,-1.129692039,-0.644228101
3335,-0.780267246,-0.458135302,-0.643734703
3467,-0.632016005,-0.58722335,-0.642307673
1880,0.487200996,-0.847276495,-0.642203959
2755,0.342039105,-0.521274199,-0.641581882
3175,1.391096921,-0.692347911,-0.64111555
1363,1.981995138,0.309827306,-0.63945905
1120,1.033636967,-0.458135302,-0.639148728
1600,-0.714205625,0.289071661,-0.637959956
1229,1.490032429,-0.692347911,-0.637727517
3156,0.901101377,-1.076633299,-0.637598405
1500,-0.693076031,-0.806664074,-0.637520945
2923,-0.714205625,0.469611695,-0.637082106
2593,1.017413296,-0.806664074,-0.636566044
1596,0.029512257,-0.847276495,-0.635380001
686,1.221491408,-0.767384301,-0.634916237
1427,0.99289989,0.761626837,-0.634787448
733,-0.431561164,0.880102338,-0.6338606
866,0.841011399,-0.427513616,-0.633526093
668,-0.73576221,-0.656395162,-0.632651698
705,-0.901324528,-0.692347911,-0.63234325
554,-0.100926289,0.880102338,-0.631521134
2845,-1.140982004,-0.692347911,-0.631469772
2702,1.672843016,-0.123292073,-0.631135974
1973,-0.213070029,0.778860693,-0.630494334
2972,-0.780267246,-1.312878513,-0.629519739
3197,0.566123511,-0.806664074,-0.628622831
2099,1.325832364,-0.847276495,-0.62690788
3180,0.00418711,-0.767384301,-0.626473158
1475,1.579293995,-0.656395162,-0.626447591
752,-0.272264215,-0.427513616,-0.626191956
3428,1.975940199,-0.048517895,-0.623103349
707,-0.074041057,-0.553873918,-0.622287937
869,1.840171086,-1.076633299,-0.621473113
665,0.265601039,-0.889367174,-0.620480838
3512,-1.140982004,-0.58722335,-0.62030283
1623,1.221491408,0.880102338,-0.620201124
838,1.731666368,0.204099296,-0.61987064
2179,-0.851009019,-0.847276495,-0.619565665
3509,-0.047572727,-0.58722335,-0.6193878
3615,1.383911763,-1.385882298,-0.617585322
678,0.352735322,-0.692347911,-0.617154168
328,1.76392428,-1.186184352,-0.617027389
3286,1.68600112,-0.767384301,-0.616748526
3370,-0.25725009,-0.889367174,-0.616013669
3030,-0.414795485,0.72683291,-0.615988338
2951,1.121246593,-0.255003783,-0.614773096
3610,0.23195358,-0.889367174,-0.613634987
938,1.558906908,-0.553873918,-0.613078994
2511,1.692561481,0.391052148,-0.612977933
311,1.852723351,-0.621376729,-0.612599037
1796,0.623616194,-0.692347911,-0.611059491
1486,1.68600112,-0.58722335,-0.610656021
2565,-1.106353868,-0.174838546,-0.609874705
2531,-0.170101072,-1.246878045,-0.609824316
2025,0.752697786,-0.656395162,-0.609370915
1732,-1.073418014,-0.621376729,-0.608716322
2056,-0.431561164,-0.889367174,-0.608640816
2698,0.103446888,-0.656395162,-0.607634551
1664,-1.041948201,1.297495464,-0.606679422
1828,1.731666368,-0.58722335,-0.606252387
2324,-0.100926289,-0.339023471,-0.606026375
3576,1.057798642,-1.026449096,-0.605775302
1178,2.024109945,-1.129692039,-0.605474088
2527,1.927144794,-0.58722335,-0.605172954
1666,-1.17759363,1.397358691,-0.604194817
3135,0.220612081,0.268126456,-0.604019343
2686,0.079128534,-0.767384301,-0.603768712
447,-1.354370194,-0.692347911,-0.602541418
2510,0.298704225,-0.339023471,-0.602090906
604,1.025536854,-0.553873918,-0.602090906
3591,1.586062261,-0.729314009,-0.601290436
1739,-0.875817158,-0.339023471,-0.600740439
3447,0.661192888,-1.567036168,-0.600515516
812,0.82358823,0.880102338,-0.599366603
180,1.76392428,-0.692347911,-0.59916691
425,0.342039105,-0.692347911,-0.598717728
2377,0.042042917,-0.9787174,-0.598069221
2747,0.23195358,-0.692347911,-0.597869755
270,-1.411547387,-0.806664074,-0.597645397
1771,1.049767664,-1.076633299,-0.597545696
2981,1.251669432,-0.806664074,-0.596598974
2050,-0.365689454,-0.9787174,-0.595802341
2967,-1.17759363,-0.806664074,-0.595553508
845,1.565716402,-0.93311034,-0.595553508
3073,1.921000148,-0.93311034,-0.595429111
2675,-0.954697669,-0.621376729,-0.595130614
1682,1.802250484,-0.806664074,-0.594583572
480,-0.851009019,-0.521274199,-0.594210739
984,1.88391594,-0.767384301,-0.593440601
2948,1.476082774,-0.692347911,-0.593291602
434,1.619701546,-0.806664074,-0.593117794
637,1.121246593,-0.58722335,-0.592646163
726,0.115489141,-0.806664074,-0.592546897
2339,-0.242382455,-0.767384301,-0.592497268
1143,1.51775478,-0.58722335,-0.591306797
2408,1.376710256,-1.186184352,-0.591158076
3183,-0.714205625,-0.621376729,-0.590761578
831,0.875514961,-0.847276495,-0.590513837
1635,-0.500817436,-0.621376729,-0.589622412
889,0.079128534,-0.282554741,-0.589374916
331,0.220612081,-1.186184352,-0.58935017
3239,1.362257746,0.450207536,-0.58858329
1535,0.82358823,-0.889367174,-0.588484375
2078,-0.875817158,-0.692347911,-0.58786635
2052,2.018122126,-1.312878513,-0.587495695
1694,-1.140982004,-1.076633299,-0.586927589
1588,1.565716402,-1.026449096,-0.586878202
1752,0.00418711,-0.58722335,-0.585471558
3036,-1.479370101,0.761626837,-0.585422233
963,-0.272264215,-0.729314009,-0.584140534
3388,1.121246593,-0.806664074,-0.583894217
1020,1.333151523,-0.767384301,-0.583795705
1221,0.943211455,-0.93311034,-0.582934085
1599,0.115489141,-0.621376729,-0.582835655
2545,0.832314334,-0.9787174,-0.582269847
2915,0.497215824,0.469611695,-0.5817289
3091,1.51775478,-0.174838546,-0.581507677
299,1.808598403,-0.692347911,-0.581139065
2712,1.017413296,-0.767384301,-0.580721449
1834,-1.354370194,-0.227880049,-0.580549533
926,-0.060755989,-1.076633299,-0.5796658
2978,0.066849357,-0.767384301,-0.57897892
2622,0.487200996,-1.246878045,-0.57809639
334,1.340453522,-1.186184352,-0.577728869
690,1.531528958,-1.129692039,-0.577655378
2238,1.939403641,-0.9787174,-0.576920733
1574,-0.803279042,-0.489375795,-0.576896253
199,-1.411547387,-0.621376729,-0.576088701
2384,1.503922848,-0.656395162,-0.576064239
3019,-1.073418014,-0.656395162,-0.575477295
2561,0.95987435,-0.656395162,-0.575061724
2313,0.875514961,-0.692347911,-0.574573009
2121,-0.074041057,-0.9787174,-0.574573009
172,1.776745555,-0.621376729,-0.573254509
2007,-0.612371324,-0.521274199,-0.572961713
1313,1.619701546,-0.692347911,-0.571669419
698,1.988040349,-0.692347911,-0.57164505
3150,-0.954697669,0.268126456,-0.571060347
2725,0.320483362,-0.889367174,-0.570768106
1789,0.054488041,-0.553873918,-0.570622014
1872,-0.431561164,-0.93311034,-0.570135172
2502,-0.632016005,0.896632459,-0.569356651
3037,0.623616194,-0.098041437,-0.568335636
3517,0.066849357,-1.026449096,-0.567412636
197,0.875514961,-0.58722335,-0.567291243
1857,1.531528958,-0.729314009,-0.567291243
1455,-0.954697669,-0.553873918,-0.566999953
3025,0.556403925,0.564434817,-0.565835523
3012,0.309622152,0.115724025,-0.565568839
2853,1.152456019,-0.58722335,-0.564938739
1186,0.875514961,-0.656395162,-0.563848991
2678,-0.198617405,1.057028602,-0.563510166
2699,1.705645173,-1.468745318,-0.563050492
449,-0.803279042,-0.489375795,-0.563002116
1018,-0.901324528,-0.889367174,-0.561455141
1402,1.121246593,-0.58722335,-0.561165312
2317,1.68600112,-0.93311034,-0.561068719
14,1.858983252,-0.521274199,-0.5608997
3546,-0.693076031,0.65588018,-0.560827271
701,1.808598403,-0.621376729,-0.560030847
1783,1.908680158,-0.806664074,-0.560030847
1522,1.081756411,0.58298246,-0.559114429
1318,-0.272264215,-0.847276495,-0.557933797
1280,-0.875817158,-1.695131297,-0.557548544
2469,0.066849357,-0.806664074,-0.556754363
2653,0.115489141,-0.621376729,-0.555816483
1000,0.866931218,-0.227880049,-0.555431931
3358,-0.714205625,0.350789912,-0.555239702
3651,-0.803279042,-0.767384301,-0.554471104
2063,0.139347132,-0.58722335,-0.553679019
1369,-0.170101072,-0.58722335,-0.55259977
2684,-0.114531535,0.430648756,-0.552360073
3642,-0.381866639,-0.58722335,-0.552360073
895,-0.034488965,-0.521274199,-0.551018677
273,1.175646914,-0.58722335,-0.550731436
1767,2.030088357,-0.458135302,-0.550420337
2224,1.770340703,-1.246878045,-0.550300706
3395,0.770605036,-1.026449096,-0.548866089
2769,-0.448537757,-0.521274199,-0.548364389
306,-0.632016005,0.225645948,-0.548244968
2301,-0.349695081,-0.58722335,-0.547576438
1624,-0.927593815,-1.385882298,-0.547194593
3311,1.244153148,-1.695131297,-0.547194593
2458,-1.567758383,-0.123292073,-0.546359742
1553,1.672843016,-0.889367174,-0.54516813
2487,-0.851009019,-0.692347911,-0.545049036
1041,0.575803017,-0.767384301,-0.544096717
1831,1.229064277,-0.489375795,-0.54345434
2454,-0.518725019,-0.656395162,-0.543026284
2785,-0.73576221,-0.656395162,-0.542432022
1032,1.776745555,-0.9787174,-0.54148183
1734,-0.593051416,-0.553873918,-0.540413784
2965,0.066849357,-0.521274199,-0.540200292
540,1.672843016,-0.553873918,-0.539678586
3243,0.651853123,-0.847276495,-0.539583755
1462,-0.381866639,0.289071661,-0.539394116
375,-1.106353868,-0.729314009,-0.538991236
2628,-0.25725009,-0.397475362,-0.538564808
1719,1.001095023,-0.553873918,-0.538375334
1342,-0.55532475,-0.692347911,-0.537570412
836,1.933279275,-0.621376729,-0.536766042
2088,-1.041948201,-0.174838546,-0.536553213
3392,2.059840837,-0.9787174,-0.536505923
2564,-0.714205625,-0.729314009,-0.5362695
336,1.129080327,-1.468745318,-0.5362695
1764,1.419676269,-0.621376729,-0.53584406
2276,1.975940199,-0.339023471,-0.535702281
2374,-0.272264215,-0.806664074,-0.534025861
2750,-0.060755989,-0.489375795,-0.533200336
968,-0.483156889,-0.427513616,-0.532398952
2652,1.757496223,-0.521274199,-0.531362678
853,-0.632016005,-0.621376729,-0.530421402
2129,-0.714205625,-0.58722335,-0.530233237
524,1.712168643,-1.312878513,-0.529809976
2211,1.167936879,-0.048517895,-0.528658536
3,1.975940199,-0.729314009,-0.528259319
1923,0.186195327,0.330398444,-0.527954128
1625,1.325832364,-0.048517895,-0.527930655
3006,-1.216574491,0.450207536,-0.526546574
2298,1.659634595,-0.521274199,-0.526101199
1137,0.426158022,-1.246878045,-0.525632565
2214,1.025536854,-0.458135302,-0.524438391
3524,1.362257746,-0.339023471,-0.52420438
1601,-1.041948201,0.846754597,-0.524110789
3103,-0.851009019,-0.806664074,-0.523572785
2021,-1.073418014,-1.468745318,-0.523572785
3430,-1.354370194,0.761626837,-0.523502628
2325,1.586062261,-0.889367174,-0.522263885
3465,-0.242382455,-0.806664074,-0.522077018
982,-0.156030538,-0.729314009,-0.521376529
2223,0.689000305,-0.847276495,-0.521143125
3323,-1.140982004,-0.427513616,-0.52102644
2043,0.254447018,-0.58722335,-0.520443189
2378,-0.034488965,-0.806664074,-0.518182897
3381,-0.398233049,0.309827306,-0.517973398
3297,1.496984995,-0.656395162,-0.517624315
2603,0.95987435,-1.468745318,-0.51681019
2900,0.487200996,-0.553873918,-0.516484696
860,1.236618143,-0.310553771,-0.516112813
1706,-0.875817158,-0.58722335,-0.514928216
107,-0.074041057,-0.692347911,-0.513234674
1323,1.041713837,-0.729314009,-0.513026048
3431,-0.349695081,0.993899989,-0.512215076
607,0.00418711,-1.129692039,-0.512029789
2766,-0.25725009,-0.553873918,-0.511242641
2783,-1.354370194,-0.621376729,-0.509508131
2995,-0.213070029,-0.048517895,-0.509092225
3636,1.921000148,-0.553873918,-0.508422461
1217,1.288974844,-0.000217723,-0.507983855
323,0.770605036,-1.567036168,-0.507706924
3526,-0.500817436,-0.729314009,-0.507199385
1955,-1.479370101,-0.692347911,-0.507084065
1657,1.725179173,-0.553873918,-0.506807344
1711,0.651853123,-0.553873918,-0.506346285
440,-1.106353868,-1.567036168,-0.505931484
3220,2.10697128,-0.339023471,-0.505608962
2858,0.103446888,-0.073120917,-0.505171393
1412,1.699109475,-0.621376729,-0.50385965
883,0.151165667,-0.553873918,-0.503629669
2950,0.934841671,-1.076633299,-0.502939992
2169,-0.142080789,-0.367988408,-0.502112906
2525,-0.714205625,-0.692347911,-0.50105691
799,1.63972634,-0.521274199,-0.499955998
136,0.042042917,-0.621376729,-0.499726769
2087,0.770605036,-0.621376729,-0.499612171
436,1.167936879,-0.9787174,-0.499085163
759,-0.574040686,-0.9787174,-0.499039347
338,-0.398233049,-0.489375795,-0.498352321
3278,-1.567758383,-0.806664074,-0.497322524
3569,0.066849357,-0.367988408,-0.497162414
1252,-0.365689454,0.093048461,-0.496522185
430,1.325832364,-0.692347911,-0.496407895
2362,1.802250484,-0.847276495,-0.496293615
1995,-0.008611146,0.204099296,-0.495379773
113,0.151165667,-0.692347911,-0.495128589
3552,-0.851009019,0.115724025,-0.495082925
890,-1.354370194,0.070125054,-0.494923114
979,0.066849357,-0.58722335,-0.49448945
1886,1.152456019,-1.129692039,-0.494238453
955,1.266646392,-0.656395162,-0.493212197
814,0.066849357,-0.458135302,-0.492870307
117,-0.612371324,-0.767384301,-0.492574082
974,-0.227657104,-0.227880049,-0.491822454
3359,1.081756411,0.093048461,-0.491298872
3377,-1.411547387,0.410931597,-0.490730021
862,1.531528958,-0.521274199,-0.490479812
599,-0.982721077,-0.58722335,-0.490138702
2203,-0.73576221,0.204099296,-0.489661312
975,-0.213070029,-0.621376729,-0.489615856
1224,-0.074041057,-0.656395162,-0.488888797
