Recency,Frequency,Monetary,ClusterID
1.166401,-0.7044005,-0.6349162,1
-0.1695168,1.213069,1.226512,2
1.338291,-0.9881128,-0.9513233,1
0.1229755,-1.056615,-1.120194,1
1.380453,-1.21147,-0.5776554,1
1.343038,-0.4063216,-0.2750731,1
0.2661975,0.6562554,0.6429925,2
0.0156712,-0.05742008,-0.06115937,3
0.534113,-0.8082091,-0.28414,1
-0.07271888,0.9020593,0.7382312,2
0.7816223,0.3176283,0.7910978,2
1.529352,-1.21147,0.007827066,1
1.675781,-0.6102612,-0.571645,1
-1.305534,0.3575882,1.384816,2
-1.129197,-0.003829184,0.006736034,3
1.562268,-0.5239522,-0.5600308,1
-0.8315856,0.2119787,0.6685199,2
-0.6712902,0.6243224,0.6579689,2
1.389654,0.3771206,0.8298802,1
-0.8677651,-0.6102612,-0.6323432,3
0.1849506,-0.6562513,-0.844923,1
0.09715009,-0.4441286,-0.6222879,3
1.675781,-0.2030476,-0.2777942,1
-1.77865,1.679152,1.709183,2
1.394232,-0.9243047,-1.25296,1
-1.241717,0.1897603,0.4867228,2
-2.202651,1.26626,1.23294,2
1.469895,-0.7549554,-0.7424751,1
0.7147698,-1.056615,-0.8824326,1
0.2205078,-1.646622,-1.071854,1
0.2087832,0.4886375,0.3818958,2
-0.731768,0.1897603,0.9029974,2
0.04353712,1.517355,1.46822,2
0.3523191,0.04748934,0.07006121,3
-0.1039626,-1.130683,-1.253793,3
0.02969687,1.017121,2.262647,2
-0.4877269,-1.51373,-1.183331,3
-0.2580757,-0.2668243,0.1007084,3
-0.9454541,-1.400185,0.02355536,3
-0.3975567,2.120844,1.572117,2
0.2773316,-0.7549554,-0.5925469,1
1.203587,-0.4441286,-0.2196718,1
-0.3975567,0.6080766,-0.8656285,3
1.083103,0.7626283,-0.6882298,1
-2.202651,1.811819,2.243165,2
-0.221686,-0.3343962,0.8016879,3
0.3523191,0.04748934,-0.01223907,3
-0.2767957,0.9152949,-0.6338606,3
-1.07888,1.053585,0.02079396,2
0.4515349,1.337829,0.1039663,2
-0.5878909,0.3575882,0.4121529,2
1.701931,-1.646622,-1.352858,1
0.1229755,1.307553,2.28799,2
-0.5364034,-0.05742008,-0.04706967,3
-1.45478,1.781516,-0.01347191,2
-1.375957,-0.08514223,-0.9878364,3
1.260056,-0.8082091,-1.11385,1
0.3100832,0.8478861,1.243804,2
0.3313985,0.2971794,0.2367894,3
0.8381906,0.8887032,0.05248797,2
-0.7969513,0.04748934,-0.7741669,3
-0.2580757,1.789142,0.3617261,2
1.024543,0.1897603,-0.9230965,1
-0.8677651,0.8887032,-0.4392724,3
1.389654,-0.2668243,-0.7763059,1
1.208817,-0.08514223,0.8983039,1
-0.1039626,-0.3001038,-0.626192,3
-0.6712902,0.2338156,0.1747486,3
-0.6148099,0.8887032,1.13302,2
-0.9454541,-0.4063216,-0.2507969,3
1.664432,-1.056615,-1.219226,1
0.918584,0.3771206,0.2414646,1
1.656818,-0.3697748,-1.111607,1
-0.4415349,-0.9881128,-0.4990394,3
-0.905656,1.819312,1.688066,2
-0.9454541,-0.4832995,-0.4264769,3
-1.129197,0.9414144,1.374784,2
0.1101408,0.470685,0.6374537,2
-0.3555647,-0.7044005,-0.7517492,3
0.560403,1.387044,1.384931,2
-0.05744954,-0.3001038,-0.3896641,3
-1.45478,1.71131,0.1251661,2
-0.152721,0.120655,-1.013367,3
1.675781,-0.5662212,-0.8365895,1
-0.1866017,1.065546,0.119804,2
0.1101408,-0.4063216,-0.324532,3
-0.5878909,-0.2668243,-1.024907,3
-0.5117356,0.1671448,-0.66219,3
-0.2767957,1.053585,0.09753122,2
-1.07888,2.145891,0.6356667,2
0.382995,0.7626283,0.680086,2
-0.642588,1.969643,1.094016,2
1.679544,-0.3697748,-0.3833555,1
-0.2767957,0.1897603,-0.11316,3
1.030517,-0.8645151,-0.977133,1
0.635976,-0.5662212,-0.8543684,1
-0.4643384,0.9020593,0.08934493,2
1.434787,-0.5662212,-0.7255058,1
0.02969687,1.004767,1.105149,2
-1.544699,0.8200235,1.388788,2
0.4889555,-0.9243047,2.022415,2
-0.6148099,1.552752,1.473681,2
-0.4192842,1.878116,1.064739,2
0.1481937,0.5411091,0.5883365,2
-0.3352522,0.5750006,0.4424534,2
-0.07271888,1.089189,0.2802869,2
-0.905656,-1.21147,-1.197689,3
0.2205078,0.09674419,0.5471217,3
1.260056,0.6080766,-0.4813038,1
-0.4643384,-0.2344921,-0.1557985,3
-1.241717,1.561484,1.781141,2
0.660152,-1.51373,-0.7399494,1
-1.183244,0.8200235,1.142621,2
1.452448,-0.4063216,-0.499956,1
-0.8677651,1.053585,1.251443,2
-0.3763252,-1.400185,-1.339632,3
-0.1695168,0.5581597,0.6141326,2
-0.221686,1.71131,1.845972,2
0.6113084,0.4340436,0.432237,2
0.9757493,0.2971794,-0.4264769,1
-1.129197,-0.7044005,-0.4211165,3
-1.183244,1.213069,1.673278,2
1.161005,1.169166,1.044321,2
0.3523191,0.470685,0.3671218,2
1.059988,-0.8645151,-0.9346184,1
0.04353712,-0.9243047,-1.393681,1
0.8723041,0.9152949,-0.5993666,1
-0.08822051,-1.130683,-0.8396091,3
0.2321086,-0.3343962,-0.4928703,3
1.63374,-0.7044005,-4.291931,1
-0.7969513,0.5916378,-0.3897688,3
0.8856981,-0.3343962,-0.2141401,1
0.892343,-0.7044005,-0.7967125,1
-2.202651,2.069685,1.531429,2
-0.8315856,0.4524895,0.3026788,2
1.105825,-1.808572,-1.558886,1
1.574423,-0.1426117,-1.524671,1
-1.77865,0.07236286,2.074714,2
1.083103,-1.21147,-1.471942,1
0.08399905,-1.400185,0.4047974,3
0.02969687,-1.130683,-0.9955511,1
-0.6148099,0.4153391,0.9720987,2
1.72399,-1.646622,-3.961083,1
-0.4643384,0.954303,1.724552,2
-0.2958868,-0.9243047,-1.075432,3
0.9120738,-0.8082091,-0.5905138,1
-0.5878909,1.941985,1.573009,2
1.698223,-2.340526,-1.3112,1
-1.544699,1.444178,1.592722,2
-1.305534,-0.2344921,0.146341,3
1.641473,-0.5239522,-0.5367661,1
1.495676,0.2764026,0.2749558,1
1.512612,0.3377609,-0.6198707,1
-0.4415349,-1.21147,-0.9659461,3
1.275064,-0.8645151,-0.7400628,1
1.407879,-1.056615,-0.8080191,1
1.554109,1.169166,0.5697701,2
1.504169,-0.4832995,-1.128865,1
-0.4415349,1.112469,0.9415318,2
1.403344,-0.9243047,-0.5955535,1
-0.9454541,0.5063545,0.5563269,2
0.635976,0.1671448,0.2664331,1
-0.3555647,-0.2344921,-0.1475956,3
0.660152,0.9020593,1.640225,2
1.265076,-1.400185,-0.8996561,1
-0.1039626,1.276685,1.251801,2
-0.2958868,0.1441156,0.5976371,2
-0.5117356,-0.5239522,-0.5304214,3
-0.3352522,0.5581597,0.5279797,2
0.7816223,0.1671448,0.2030756,1
1.275064,0.04748934,-0.004754158,1
-0.5364034,-0.08514223,-0.2049591,3
-0.6148099,2.017028,1.879996,2
-1.544699,1.920953,0.1634687,2
1.17713,-0.1724371,-0.5161128,1
-0.8315856,-1.808572,-0.8447663,3
1.380453,-0.4063216,-0.4904798,1
0.1969319,-0.03032627,0.08031283,3
-1.77865,0.1441156,0.8577068,2
0.4419889,0.7028283,0.6781977,2
0.8856981,-0.3001038,-0.6335261,1
0.4515349,-0.2344921,0.4502417,3
-0.04240473,-0.3697748,1.124086,2
1.582471,-1.130683,-0.6214731,1
0.6916591,0.7626283,0.7086571,2
1.582471,-0.03032627,0.1874934,1
0.892343,-0.9243047,-0.6567657,1
-1.07888,1.26626,2.112109,2
-0.4192842,-0.3343962,0.07001641,3
-0.04240473,0.4524895,-0.6458136,3
-0.1039626,0.671952,0.5879259,2
1.198336,-0.8082091,-2.8837,1
0.08399905,-0.6562513,1.158022,3
0.1849506,2.017028,1.019605,2
-1.9469,1.517355,1.88326,2
0.09715009,1.29733,1.801513,2
-0.3975567,1.796734,0.6531436,2
0.3100832,-0.4441286,-0.5036297,1
0.516257,-1.130683,-0.9722716,1
-1.375957,0.4524895,-0.4696016,3
1.425874,-0.6562513,-1.174189,1
-1.031754,1.2452,0.4072048,2
-1.183244,-0.1426117,1.699052,2
0.2435886,-0.1426117,-0.5893749,3
-1.650062,0.2119787,-0.4949231,3
-0.221686,-0.6562513,0.5629191,3
0.1229755,-0.8645151,-0.9139891,1
0.635976,0.07236286,0.1133498,1
1.668224,-0.08514223,-0.08936822,1
0.1356585,-0.4063216,-0.5510187,3
1.443645,-0.6562513,-0.6713873,1
-0.4643384,1.462783,1.803939,2
-0.07271888,-0.8645151,0.422291,3
0.09715009,-1.056615,-0.7278856,1
-1.45478,0.7626283,1.20391,2
1.649165,-0.9243047,-1.060614,1
-0.5117356,-0.003829184,0.3921125,3
1.08882,-0.8082091,-0.03467444,1
-0.2397108,-0.003829184,-0.1219789,3
-0.2767957,0.6874749,0.870006,2
-0.01295959,0.470685,1.053813,2
-0.642588,-0.08514223,-0.094851,3
-0.5117356,-0.3697748,-0.4193135,3
1.637611,-0.003829184,0.6616829,1
0.8450868,0.4886375,-0.4136211,1
-1.45478,1.029374,0.02850964,2
-0.7969513,0.09674419,0.4612336,3
-0.4192842,0.2338156,1.165568,2
0.931507,-0.9243047,-0.9868221,1
0.0156712,0.9923105,-0.3584748,3
-0.7009894,-0.7549554,-0.8682547,3
-0.905656,0.7330433,1.531883,2
-0.8315856,-1.646622,-1.71402,3
0.9379203,-0.2030476,-0.4154159,1
-0.6148099,0.4153391,0.311303,2
1.239788,-0.5662212,-0.6870143,1
-1.45478,1.773857,0.1175062,2
1.434787,-2.340526,-1.39163,1
0.02969687,2.003618,2.211916,2
-1.129197,-0.5239522,-0.4660083,3
0.1101408,-1.130683,-0.5796658,1
-0.6148099,0.470685,0.3278576,2
0.4128696,-1.51373,0.7767264,1
-0.07271888,1.089189,1.033399,2
0.3728611,1.004767,1.074449,2
0.4515349,0.8340219,1.81321,2
-1.241717,-0.3697748,0.5730437,3
1.000373,-0.6562513,-0.4620479,1
0.001454396,-0.9881128,-0.8470563,3
1.727636,-0.2344921,-0.8953304,1
-2.202651,0.7771938,0.7620845,2
-0.8315856,1.508385,1.521382,2
1.398795,-0.4441286,-0.613079,1
0.0156712,-0.1724371,-0.1874644,3
0.2205078,-1.300556,-1.098145,1
-0.4643384,0.5238428,0.5270281,2
-1.375957,-0.08514223,2.113147,2
-1.9469,1.276685,1.87141,2
0.660152,-0.3697748,-0.422062,1
-0.04240473,1.123977,1.234193,2
0.09715009,-1.300556,-1.197414,1
0.3523191,-1.808572,-1.222807,1
-0.02757708,-0.003829184,0.80234,2
-0.731768,1.703328,2.127313,2
-1.77865,0.6080766,0.6522582,2
-2.202651,1.621354,1.745691,2
-1.375957,0.5063545,0.2418247,2
1.117043,-0.2344921,-0.1781073,1
0.1849506,-0.7044005,-0.7644349,1
1.198336,-0.5662212,-0.4932122,1
0.660152,0.09674419,-0.01257088,1
0.4226578,-0.7549554,-0.3486057,1
-2.202651,1.234563,1.290325,2
-0.5617728,-0.2668243,0.02999878,3
1.622066,-0.4832995,0.2940205,1
-0.7009894,-0.1724371,-0.1271636,3
-0.731768,1.287042,1.775507,2
-0.1039626,-0.6562513,-0.5841405,3
1.727636,-0.9243047,-1.057172,1
-0.905656,-0.5662212,-0.4074874,3
1.083103,0.1671448,0.1870653,1
0.1969319,1.57017,1.937294,2
-0.3352522,-0.3001038,-0.5323989,3
0.2883557,1.357697,1.626108,2
0.001454396,1.561484,1.771177,2
-1.650062,-0.05742008,0.0005170202,3
-0.1039626,-0.6102612,-0.6848568,3
-0.1039626,-0.1724371,0.7352696,3
-0.05744954,-0.08514223,-0.4918225,3
-0.04240473,-0.5239522,-0.4896159,3
-1.9469,1.462783,1.152129,2
-0.3555647,0.2119787,0.00473887,3
-0.6712902,-0.9881128,-0.8232173,3
0.2321086,-0.4832995,-0.4944895,3
-1.129197,-0.2668243,-0.2554466,3
1.000373,-1.056615,0.2703009,1
0.0156712,-0.6562513,-0.5213766,3
0.3523191,0.4886375,0.7531738,2
1.610298,-0.7044005,-0.5934406,1
0.5690389,-0.4063216,-0.007585962,1
1.482843,-0.1426117,0.4193087,1
1.012513,-0.2668243,-0.4667662,1
1.000373,-1.130683,-1.045841,1
-0.3763252,-1.300556,-1.474168,3
-0.6712902,0.2338156,-0.09198992,3
-0.8677651,0.2971794,0.3171242,3
0.2773316,-0.9881128,-0.08395673,1
0.1101408,-1.51373,-1.359557,1
-1.77865,1.66284,1.676945,2
-1.129197,-0.003829184,0.1698527,3
1.042384,0.07236286,0.09230424,1
1.234675,1.472005,2.140931,2
-1.375957,-0.5239522,2.276348,2
-1.9469,-0.1724371,-0.4287659,3
0.9055304,-0.08514223,-0.5554319,1
-1.544699,1.595959,0.5394461,2
0.2773316,0.9797488,-0.02436046,2
-0.731768,-0.9243047,-0.803855,3
-0.7009894,-0.9881128,-1.005469,3
1.66063,-0.03032627,0.07765631,1
0.8519459,-2.020056,-1.417227,1
-1.241717,1.646368,1.842994,2
0.1849506,-0.7549554,-0.9319474,1
1.578453,-0.9881128,-0.7048133,1
-0.1199539,-0.2344921,-0.3553327,3
1.214028,-1.056615,-0.4741477,1
-0.9454541,-0.7549554,-0.9098345,3
0.2087832,0.3963678,0.3557291,2
0.04353712,-0.9881128,-0.8986969,3
-0.2958868,1.2452,1.290512,2
-0.4877269,1.213069,1.776911,2
-0.5617728,-0.6562513,-0.2119302,3
-0.8677651,-0.8645151,-0.5614551,3
0.1229755,0.120655,0.7874672,2
1.244883,-0.7044005,-0.5837957,1
-1.07888,0.9020593,0.3316672,2
-0.4877269,-1.51373,-1.441242,3
-0.4415349,1.347794,2.223948,2
-1.650062,1.621354,1.604283,2
-0.9454541,0.9152949,0.8976116,2
1.208817,-0.7044005,0.0311338,1
-0.1695168,0.09674419,1.413373,2
0.7670732,0.2552857,-0.1379031,1
-1.183244,0.875224,1.941505,2
0.6278092,-0.1724371,0.4664994,1
1.166401,0.1897603,0.1090945,1
1.541783,-0.9881128,-0.5414819,1
0.5776128,-0.05742008,-0.2396072,1
0.2549507,0.07236286,-0.1809932,3
-0.05744954,-0.5239522,0.4136153,3
-0.152721,0.6403804,0.9116535,2
-0.8677651,0.07236286,0.0450046,3
0.9120738,-0.4441286,0.02835603,1
1.304602,-0.2344921,-0.3026224,1
-1.375957,-0.1426117,-0.04705349,3
0.6760069,-0.7044005,-0.5440967,1
0.05719746,-1.400185,-1.283659,1
0.08399905,-0.7549554,-0.2496323,3
-1.9469,1.595959,1.97215,2
-0.7009894,0.9797488,-0.1688499,2
-0.5117356,0.6080766,0.9377534,2
1.570383,0.04748934,0.02026886,1
1.042384,-0.2344921,-1.091916,1
0.2661975,0.9923105,1.047383,2
-0.4192842,-1.400185,-1.071854,3
1.491411,-0.4832995,-1.115724,1
-0.5617728,2.023696,0.06014384,2
0.5690389,-1.400185,1.13419,1
1.566331,-0.8082091,-1.06085,1
-1.241717,-0.05742008,0.8104524,2
1.537651,0.9284125,-0.4362675,1
-0.4415349,0.3963678,0.1945208,3
-0.7637197,0.4340436,-0.8185946,3
0.6916591,-1.646622,-0.7170925,1
0.1101408,-1.400185,-1.349198,1
0.5429412,-1.056615,0.1657678,1
1.495676,-1.21147,-0.9549583,1
-0.5117356,0.8478861,0.7107151,2
1.495676,-1.300556,-1.070466,1
0.09715009,0.3575882,-0.437203,3
1.70563,-0.3697748,-0.7016624,1
-0.731768,-0.8082091,-1.123551,3
-1.544699,0.1671448,0.4432068,3
0.72994,0.2338156,-1.198468,1
-0.2580757,0.1441156,-0.1913045,3
0.5072266,0.5916378,0.5647713,2
0.699411,-0.9243047,-0.4363328,1
-0.4192842,-1.646622,-1.671324,3
1.495676,1.629733,0.3983644,2
-1.650062,1.826772,0.5305406,2
-1.77865,0.671952,-0.9617404,3
0.001454396,-0.8082091,-1.037586,3
1.72399,-2.340526,-1.444253,1
-1.07888,1.1354,-0.2970616,2
-0.3352522,-0.4832995,-1.091307,3
0.7960043,-0.3001038,-0.9161739,1
-1.544699,0.875224,0.8338999,2
0.9120738,-0.4832995,-0.8469307,1
0.3419071,0.7626283,0.7819011,2
-0.07271888,1.337829,1.834969,2
-0.4643384,-0.03032627,-0.03081196,3
-0.6712902,-0.8082091,-1.420262,3
-0.9873929,-0.9881128,0.1129727,3
-0.6712902,1.766163,1.884579,2
-1.650062,0.09674419,0.8925302,2
1.525185,-0.7549554,-0.4117224,1
-0.7637197,0.7028283,0.8969283,2
0.8381906,-1.808572,-1.362929,1
-1.650062,1.671015,1.865094,2
0.3313985,-1.51373,-0.3431851,1
-1.129197,1.719255,1.865169,2
-1.305534,-0.7044005,0.0462646,3
0.683858,0.1897603,0.1432874,1
0.05719746,0.2338156,0.03693313,3
-1.9469,0.3575882,0.6445105,2
1.701931,0.6243224,-0.2195617,1
-1.9469,1.969643,2.307689,2
0.7374559,-0.1724371,-0.03693909,1
-1.9469,0.2552857,0.4897703,2
-0.1695168,-0.3001038,-0.3507967,3
-1.650062,0.6243224,0.4168591,2
-1.77865,0.2338156,0.3670602,3
0.7670732,-1.300556,-1.229635,1
-0.152721,-0.9243047,2.089906,2
-0.1199539,-1.400185,-0.2482437,3
1.34777,-1.808572,-1.052227,1
1.244883,0.09674419,-0.7193704,1
-0.3555647,-0.3001038,0.06886627,3
0.2321086,0.3176283,-0.003968534,3
1.371192,0.3575882,0.8627902,1
1.491411,-1.400185,-1.215707,1
-0.7637197,0.2971794,-0.382439,3
-0.2767957,0.120655,-0.1765778,3
1.260056,1.169166,0.6304952,2
1.030517,-0.3343962,-0.6391487,1
0.3626365,0.3575882,1.688558,2
0.1849506,-0.2030476,1.111484,2
1.533508,-0.3343962,-1.198147,1
-0.2958868,0.3575882,-0.06207534,3
0.4703951,0.470685,-0.4611819,3
-1.129197,-0.2030476,-0.2815979,3
-0.4192842,-0.3001038,-1.145176,3
-0.08822051,1.695307,2.068677,2
1.618153,-0.113527,-0.0634504,1
0.3419071,0.1671448,-0.09582277,3
-0.2580757,1.703328,0.1575368,2
0.1356585,-0.3697748,-0.2776599,3
1.745732,-1.808572,-0.9069633,1
-1.241717,0.6874749,1.405301,2
0.1481937,0.1441156,0.3351411,3
1.187774,-1.21147,0.4670913,1
0.5517041,-1.400185,-0.5256326,1
-1.650062,0.1897603,0.07611067,3
1.270079,-2.020056,-0.9486756,1
0.04353712,0.07236286,0.1121601,3
-1.9469,0.1897603,-1.037472,3
-1.129197,0.07236286,-0.8388923,3
1.371192,-0.4832995,-0.5913068,1
0.4419889,-1.056615,-1.073681,1
-1.129197,0.9284125,1.43918,2
0.4029975,1.112469,1.320043,2
-0.05744954,1.276685,1.535428,2
0.3930399,-1.130683,0.5877421,1
-0.4643384,0.671952,0.51008,2
-1.07888,1.180259,1.227367,2
-1.77865,0.4886375,1.274143,2
-1.9469,1.157993,1.338005,2
-0.221686,-0.9243047,-1.005727,3
-1.650062,-1.300556,-1.363267,3
1.407879,-0.4832995,0.0291239,1
-0.2397108,1.920953,2.233015,2
1.048278,0.120655,0.105075,1
0.4128696,0.5238428,0.481566,2
0.5776128,1.276685,0.5655926,2
-0.5117356,0.7180164,1.530981,2
-0.5878909,1.841598,2.176599,2
-0.07271888,0.1671448,0.9577899,2
1.059988,0.3963678,0.2952584,1
-0.4415349,1.276685,1.422946,2
-0.2039873,-0.003829184,0.9550603,2
-0.7009894,1.654624,0.2340178,2
-1.183244,0.8200235,2.061124,2
0.2992721,-0.7549554,-0.2067757,1
1.727636,-1.21147,-1.093337,1
-0.221686,1.255766,1.610973,2
-0.4877269,0.1441156,0.3809427,3
1.08882,-1.056615,-0.8548431,1
1.352485,-0.7044005,-0.6621636,1
-1.241717,1.561484,1.743946,2
1.042384,1.213069,1.148446,2
0.5861257,0.7479126,0.9783883,2
1.541783,-0.5239522,-1.135276,1
1.698223,-1.21147,-0.6054741,1
-1.375957,1.202209,1.322371,2
-1.9469,0.7916127,1.94429,2
1.439222,0.3963678,0.4347112,1
-0.08822051,1.157993,2.057611,2
0.8242844,-1.51373,-1.209875,1
-0.08822051,0.3575882,0.6854626,2
-1.305534,1.517355,1.793506,2
0.9120738,-0.5662212,-0.563849,1
0.5690389,-0.1426117,-0.1371258,1
0.8856981,0.6080766,0.7999991,2
1.749325,-0.2030476,-0.2035257,1
1.309464,-1.056615,-1.246373,1
0.2205078,-0.08514223,-0.3066175,3
-0.08822051,-0.2030476,-0.08661824,3
0.3728611,0.7479126,0.5316131,2
1.161005,-1.21147,-1.146988,1
-0.4643384,-0.05742008,-0.05618104,3
-0.731768,-0.2668243,1.326755,2
-1.305534,-0.9881128,-1.075711,3
1.239788,-0.6562513,-0.354803,1
-1.241717,0.2552857,0.4063145,2
-1.129197,1.112469,1.6006,2
-1.77865,0.5238428,0.5616904,2
-0.2767957,-1.300556,-1.061987,3
-0.8315856,0.5750006,0.804764,2
-1.305534,1.679152,1.930643,2
-0.7969513,-1.808572,-1.692978,3
0.560403,-0.7044005,0.02857108,1
1.294825,-0.2668243,-0.9087986,1
0.1849506,1.191273,1.247188,2
-0.08822051,-0.03032627,1.450505,2
0.382995,1.819312,2.008276,2
-1.305534,1.327801,1.608509,2
1.304602,-0.2668243,-0.805392,1
-0.152721,0.9152949,1.094947,2
0.5517041,-1.21147,-1.209875,1
-0.731768,1.123977,1.695446,2
0.1101408,-0.3697748,-0.1749435,3
1.214028,0.1441156,-0.5079839,1
-1.129197,1.327801,1.027277,2
0.6195869,0.120655,-0.06302464,1
1.352485,-1.130683,-1.015492,1
0.9632614,-0.9243047,-0.5829341,1
0.6916591,-0.2344921,-0.2590534,1
-0.6712902,-0.3001038,0.3513038,3
0.09715009,-0.5662212,-0.4888888,3
-0.8677651,1.687249,1.746123,2
-0.905656,0.5581597,-0.2485063,3
-0.8677651,0.954303,1.097677,2
0.931507,-0.05742008,-0.09622507,1
1.352485,-0.6102612,-0.6377275,1
1.275064,-1.400185,-1.144142,1
-0.1866017,1.396708,1.507286,2
-0.731768,-0.3697748,-0.009287724,3
0.7147698,0.6874749,0.3804415,2
-0.2958868,-1.400185,-1.262766,3
0.6681051,0.5063545,0.5340571,2
1.465553,-0.6102612,-0.3635511,1
-1.183244,-0.1426117,-1.149323,3
1.512612,-0.4832995,-0.7214024,1
0.9757493,-2.340526,-1.62524,1
0.9250617,0.2552857,0.5968845,1
1.255017,-1.400185,-1.359557,1
-1.45478,-1.130683,-1.027626,3
0.04353712,0.04748934,0.08121704,3
-0.221686,0.120655,-0.817343,3
-0.7969513,0.470685,0.3714304,2
-0.4415349,1.276685,1.481359,2
-0.7009894,0.120655,-1.036822,3
1.70563,-1.21147,-1.06081,1
1.610298,-1.646622,-1.30595,1
1.094512,0.7479126,-0.724248,1
1.128169,-0.9881128,0.00536328,1
-0.2039873,0.2338156,-0.4965222,3
-0.07271888,0.4340436,-0.8903348,3
-0.5878909,1.406315,0.01937265,2
-0.3153661,0.4886375,0.7696056,2
-1.241717,-0.8082091,-0.8922052,3
1.618153,-1.300556,-1.111607,1
-0.4192842,1.490296,1.221687,2
-1.241717,1.899665,2.102429,2
-1.241717,0.5411091,0.5095031,2
1.270079,-1.51373,-1.498925,1
0.1101408,0.7180164,-0.2120032,3
-2.202651,1.017121,1.756564,2
0.8172736,-0.3001038,-0.08706786,1
0.7374559,-0.3001038,0.9362274,1
-0.3975567,1.123977,0.9437206,2
0.6521466,-1.21147,-1.053976,1
0.5517041,0.7626283,1.469602,2
-1.129197,1.157993,1.786529,2
0.1849506,0.4153391,1.325462,2
1.672007,-0.8082091,0.5796376,1
-0.3763252,0.2119787,0.2149651,3
0.4128696,1.053585,0.9880321,2
-0.7009894,-0.8082091,-0.2079397,3
-1.650062,1.337829,1.346677,2
-1.129197,2.003618,0.5742643,2
0.3419071,-0.1724371,-0.4131302,3
0.001454396,-0.2668243,0.2836795,3
1.270079,-1.808572,-0.7034422,1
-0.8315856,-2.340526,-0.5575485,3
-0.1039626,-0.6562513,-0.4621812,3
-1.375957,1.561484,0.7523955,2
1.625967,-0.4441286,-0.3880107,1
-0.7009894,-0.9243047,0.8878472,3
0.4797121,-1.130683,-1.368243,1
0.8312566,-1.400185,-4.076268,1
1.652996,-1.130683,-1.15628,1
1.70563,-0.113527,1.818978,1
-1.305534,0.4153391,1.632906,2
-2.202651,0.4886375,1.039494,2
-1.9469,0.6403804,1.039054,2
-0.04240473,1.053585,0.913389,2
-0.7969513,0.671952,0.6852376,2
-1.241717,-0.5239522,-0.4357892,3
1.071596,0.09674419,-0.2206817,1
0.04353712,1.180259,0.07475691,2
-1.129197,0.5411091,-0.7055269,3
1.122618,-0.4441286,-1.2102,1
1.672007,-1.646622,-1.239984,1
0.9120738,0.02210035,1.273103,2
0.5776128,-0.6562513,-0.4185416,1
0.865554,1.819312,1.464082,2
0.4703951,-1.400185,-0.1380931,1
1.407879,1.396708,0.5748742,2
-0.5117356,0.7028283,1.577779,2
-0.8315856,0.954303,-0.02346849,2
-1.07888,0.1671448,-0.2618361,3
0.2205078,-1.300556,-0.7915214,1
-0.221686,-0.1724371,-0.1241839,3
0.1969319,0.2552857,0.2663281,3
1.452448,-0.5662212,-0.8485334,1
-0.7637197,-0.9881128,0.8273659,3
1.439222,-0.6102612,-0.5716694,1
-1.129197,-0.8645151,-0.6661299,3
0.9757493,-0.1724371,0.03542049,1
-0.8315856,1.526276,1.439891,2
0.8790187,-1.056615,-1.168148,1
-0.1039626,-0.8082091,-0.5579338,3
-0.2958868,0.2552857,-1.019607,3
-0.5617728,1.535149,0.7059296,2
-0.08822051,0.2971794,0.5626449,2
1.214028,-0.1724371,-0.2576926,1
1.036464,-0.6562513,-0.5130261,1
-1.375957,1.327801,1.636198,2
-0.5878909,-1.300556,-1.123467,3
-0.08822051,-1.400185,-1.19239,3
1.675781,-0.5662212,-0.1223034,1
1.63374,-0.1426117,-0.2689045,1
-0.221686,1.913886,1.361236,2
-0.5878909,1.920953,0.2865466,2
0.3728611,-1.300556,-0.4766857,1
0.09715009,-0.9243047,-0.9317423,1
-1.77865,1.695307,2.289806,2
-0.152721,1.157993,0.09055292,2
-0.642588,1.053585,0.8836116,2
-0.7009894,0.4524895,-0.6731187,3
-1.129197,0.6874749,0.7887522,2
1.111446,-0.4063216,-0.6761618,1
0.4981266,-0.6102612,-0.3055784,1
0.05719746,0.7180164,0.5713094,2
-0.8315856,1.089189,1.463413,2
-0.4192842,-0.6102612,-0.5375704,3
0.09715009,-0.7044005,-0.9878364,3
-1.9469,-1.646622,-0.6887434,3
-0.642588,-0.6562513,0.4807722,3
0.560403,-0.9243047,-0.7716233,1
-0.4415349,1.983311,1.295418,2
-0.3352522,-0.6102612,-0.4602278,3
0.04353712,2.152099,0.01002222,2
-0.5878909,2.069685,1.969978,2
1.357185,0.5750006,0.4320948,1
-0.6148099,0.5916378,1.253941,2
1.465553,-0.5662212,-0.9971968,1
0.0156712,-1.056615,-0.4795896,3
0.1101408,-0.5662212,-0.4080612,3
-0.905656,-0.113527,-0.1245774,3
-1.183244,0.7626283,0.5055839,2
0.02969687,1.202209,0.9675195,2
1.100181,-1.51373,-1.291688,1
-1.650062,1.157993,1.964586,2
-0.642588,1.234563,1.409221,2
0.8856981,-1.646622,0.06011377,1
1.672007,0.4340436,-0.6394591,1
-1.129197,0.2764026,0.2207744,3
-0.8315856,-1.056615,-0.9457923,3
0.892343,0.470685,-1.022159,1
-0.7969513,1.223853,0.342517,2
-1.183244,2.069685,1.647774,2
0.001454396,-0.4832995,-0.5525998,3
0.09715009,-0.113527,-2.883705,1
-1.375957,0.7626283,1.51255,2
0.2435886,0.6562554,0.598819,2
0.4515349,1.387044,2.050398,2
0.5861257,-1.646622,0.9413003,1
-0.3763252,-0.05742008,1.021913,2
